date,high,low,place,weather,wind,wind_level
2012-07-01,33,26,南安,多云,微风,2
2012-08-01,36,28,南安,多云,东北风,3
2012-09-01,34,26,南安,多云转阵雨,微风,2
2012-10-01,29,20,南安,晴,微风,2
2012-11-01,25,16,南安,多云,东北风,3
2012-12-01,18,15,南安,中到大雨,微风,2
2013-01-01,15,8,南安,晴转多云,微风,2
2013-02-01,26,14,南安,多云转晴,微风,2
2013-03-01,26,16,南安,多云转阵雨,微风,2
2013-04-01,20,15,南安,阵雨,微风,2
2013-05-01,24,16,南安,多云,东北风,3
2013-06-01,35,25,南安,多云,微风,2
2013-07-01,36,27,南安,多云转阴,微风,2
2013-09-01,31,24,南安,阴转多云,东北风,4
2013-08-01,35,26,南安,多云,微风,2
2013-10-01,31,25,南安,多云,微风,2
2013-11-01,28,20,南安,多云转阴,微风,2
2013-12-01,21,9,南安,晴,微风,2
2014-01-01,21,8,南安,晴转多云,微风~北风,2
2014-02-01,27,12,南安,晴,微风,2
2014-03-01,23,15,南安,多云,微风,2
2014-04-01,22,15,南安,阵雨转多云,微风,2
2014-05-01,25,17,南安,中雨转阵雨,微风,2
2014-06-01,33,23,南安,多云,微风,2
2014-07-01,35,27,南安,多云,南风,1
2014-08-01,37,28,南安,多云,微风,2
2014-09-01,36,26,南安,多云,微风,2
2014-10-01,32,26,南安,多云,微风,2
2014-11-01,31,21,南安,多云,微风,2
2014-12-01,21,15,南安,小雨,微风,2
2015-01-01,16,7,南安,晴转多云,微风,2
2015-02-01,16,7,南安,阴转多云,微风,2
2015-03-01,16,13,南安,阴,微风,2
2015-04-01,31,21,南安,多云,微风,2
2015-05-01,28,20,南安,阴转多云,微风,2
2015-06-01,32,25,南安,阵雨~多云,微风,2
2015-07-01,37,28,南安,多云,微风,2
2015-08-01,35,26,南安,多云~晴,微风,2
2015-09-01,27,24,南安,中雨~阵雨,微风,2
2015-11-01,23,18,南安,阴~多云,微风,2
2015-10-01,32,23,南安,阵雨~阴,微风,2
2015-12-01,25,16,南安,阴,微风,2
2016-01-01,20,11,南安,多云,微风,2
2016-02-01,11,8,南安,小雨,微风,2
2016-03-01,18,7,南安,晴,微风,2
2016-04-01,27,19,南安,多云~阴,微风,2
2016-05-01,25,19,南安,阵雨,微风,2
2016-06-01,36,26,南安,多云,微风,2
2016-07-01,34,27,南安,阴~晴,微风,2
2016-08-01,35,27,南安,小雨,微风,2
2016-10-01,34,25,南安,多云,东风,2
2016-09-01,33,26,南安,阵雨,西南风,1
2016-11-01,25,18,南安,阴,东北风,2
2016-12-01,21,14,南安,阴,东风,2
2017-01-01,24,15,南安,多云,南风,1
2017-02-01,19,11,南安,多云,东风,3
2017-03-01,22,10,南安,晴,南风,1
2017-04-01,21,10,南安,多云,东南风,2
2017-05-01,29,22,南安,多云,南风,3
2017-06-01,33,25,南安,雷阵雨,西南风,4
2017-07-01,32,26,南安,阵雨,南风,1
2017-08-01,29,26,南安,大雨,东南风,2
2017-09-01,34,26,南安,阴,东风,3
2017-10-01,36,26,南安,多云,东南风,3
2017-11-01,27,18,南安,多云,东风,3
2017-12-01,21,15,南安,多云,东北风,3
2018-01-01,18,11,南安,晴,东北风,2
2018-02-01,10,6,南安,晴,东北风,2
2018-03-01,24,13,南安,晴,东风,2
2018-04-01,30,17,南安,晴,东北风,2
2018-05-01,32,24,南安,多云,南风,2
2018-06-01,27,21,南安,小雨到中雨,东风,2
2018-07-01,32,24,南安,小雨,东南风,2
2018-08-01,35,24,南安,小雨,西南风,2
2018-09-01,32,23,南安,多云,西南风,2
2018-10-01,31,20,南安,晴,东北风,2
2018-11-01,21,13,南安,中雨,东北风,3
2018-12-01,24,16,南安,多云,东北风,1
2019-01-01,17,12,南安,晴,东北风,2
2019-02-01,17,10,南安,多云,东北风,3
2019-03-01,18,14,南安,阴,东风,2
2019-04-01,20,12,南安,晴,东北风,3
2019-05-01,25,18,南安,多云,东风,2
2019-06-01,28,23,南安,多云转雨,东南风,2
2019-07-01,34,27,南安,多云,东北风,1
2019-08-01,32,25,南安,阴,南风,2
2019-09-01,34,25,南安,多云转雨,北风,2
2019-10-01,38,25,南安,晴,西风,2
2019-11-01,30,19,南安,多云,东北风,2
2019-12-01,26,15,南安,晴,西北风,2
2020-01-01,20,9,南安,晴,东风,2
2020-02-01,18,6,南安,晴,东风,2
2020-03-01,27,15,南安,多云,东风,2
2020-04-01,25,12,南安,阴,东风,2
2020-05-01,29,19,南安,小雨转雨,东南风,2
2020-06-01,31,21,南安,多云,东南风,1
2020-07-01,34,26,南安,阴,南风,2
2020-08-01,36,26,南安,多云,南风,1
2020-10-01,27,21,南安,晴,东北风,3
2020-09-01,36,25,南安,晴,西风,1
2020-11-01,27,14,南安,晴,北风,2
2020-12-01,17,14,南安,多云,北风,2
2021-01-01,13,4,南安,晴,北风,2
2021-02-01,26,13,南安,晴,东南风,1
2021-03-01,28,13,南安,多云,西南风,2
2021-04-01,31,21,南安,晴,南风,2
2021-05-01,34,19,南安,多云,南风,2
2021-06-01,29,22,南安,阴,东南风,1
2021-07-01,33,26,南安,阴,南风,2
2021-08-01,32,25,南安,中雨,西南风,1
2021-09-01,35,24,南安,晴,东风,2
2021-10-01,34,25,南安,多云,东风,2
2021-11-01,19,18,南安,晴,西北风,2
2021-12-01,18,8,南安,晴,东风,2
2022-01-01,20,11,南安,晴,南风,1
2022-02-01,11,10,南安,中雨,东北风,1
2022-03-01,25,15,南安,多云,南风,2
2022-04-01,18,12,南安,多云,东北风,2
2022-05-01,19,13,南安,小雨,东北风,3
2022-06-01,31,24,南安,多云,南风,2
2022-07-01,33,24,南安,中雨到大雨,东风,3
2022-08-01,39,26,南安,小雨,西风,2
2022-09-01,32,24,南安,小雨,东北风,3
2022-10-01,35,24,南安,雾,东风,1
2022-11-01,22,18,南安,小雨,西北风,4
2022-12-01,15,13,南安,多云,北风,4
2023-01-01,17,13,南安,多云,西北风,2
2023-02-01,21,11,南安,小雨,北风,2
2023-03-01,13,9,南安,小雨~阴,东风,3
2015-01-01,16,5,南靖,晴,微风,2
2015-02-01,17,7,南靖,多云,微风,2
2015-03-01,19,14,南靖,小雨转阴,微风,2
2015-04-01,31,19,南靖,多云,微风,2
2015-05-01,28,21,南靖,阴转多云,微风,2
2015-06-01,31,23,南靖,中雨~阵雨,微风,2
2015-07-01,36,25,南靖,多云,微风,2
2015-08-01,36,23,南靖,多云,微风,2
2015-09-01,29,23,南靖,大雨~阵雨,微风,2
2015-10-01,30,22,南靖,阵雨~多云,微风,2
2015-11-01,24,16,南靖,阴,微风,2
2015-12-01,25,16,南靖,多云,微风,2
2016-01-01,20,11,南靖,多云,微风,2
2016-02-01,14,9,南靖,小雨,微风,2
2016-03-01,19,6,南靖,晴,微风,2
2016-04-01,27,17,南靖,多云~阴,微风,2
2016-05-01,24,19,南靖,阵雨~小雨,微风,2
2016-06-01,37,26,南靖,晴,微风,2
2016-07-01,34,25,南靖,阴,微风,2
2016-08-01,37,25,南靖,中雨,微风,2
2016-09-01,33,25,南靖,阵雨,东南风,2
2016-10-01,33,24,南靖,阵雨,东南风,2
2016-11-01,24,17,南靖,阴,东风,3
2016-12-01,23,14,南靖,多云,东风,2
2017-01-01,25,12,南靖,晴,西北风,2
2017-02-01,20,10,南靖,阴,东风,3
2017-03-01,22,9,南靖,多云,西风,2
2017-04-01,22,10,南靖,晴,东风,4
2017-05-01,29,20,南靖,多云,东风,4
2017-06-01,34,25,南靖,雷阵雨,南风,3
2017-07-01,30,24,南靖,小雨,东风,1
2017-08-01,30,25,南靖,大雨,西风,1
2017-09-01,35,25,南靖,小雨,西北风,1
2017-10-01,36,25,南靖,多云,东风,1
2017-11-01,27,14,南靖,多云,东北风,2
2017-12-01,24,15,南靖,多云,东风,2
2018-01-01,20,9,南靖,晴,东南风,1
2018-02-01,12,5,南靖,晴,东风,2
2018-03-01,26,13,南靖,多云,东南风,2
2018-04-01,31,16,南靖,多云,东南风,1
2018-05-01,34,23,南靖,雨,南风,2
2018-06-01,28,23,南靖,阴转小雨,东南风,2
2018-07-01,34,24,南靖,小雨,南风,1
2018-08-01,36,24,南靖,小雨,西风,1
2018-09-01,31,24,南靖,多云,西南风,1
2018-10-01,31,18,南靖,晴,东北风,1
2018-11-01,22,16,南靖,中雨到大雨,东北风,1
2018-12-01,24,14,南靖,晴,东风,1
2019-01-01,20,11,南靖,晴,东北风,2
2019-02-01,20,10,南靖,阴,东风,2
2019-03-01,20,15,南靖,阴,东南风,2
2019-04-01,20,15,南靖,多云,东南风,2
2019-05-01,26,20,南靖,多云,东风,2
2019-06-01,28,24,南靖,阴转雨,东南风,1
2019-07-01,35,27,南靖,多云转雨,东南风,1
2019-08-01,31,25,南靖,多云转雨,东风,1
2019-09-01,34,25,南靖,多云转雨,东北风,1
2019-10-01,36,24,南靖,晴,西风,2
2019-11-01,30,20,南靖,多云,东风,1
2019-12-01,26,16,南靖,晴,西北风,2
2020-01-01,21,11,南靖,晴,东风,1
2020-02-01,17,4,南靖,晴,东南风,1
2020-03-01,25,17,南靖,晴转多云,东北风,1
2020-04-01,25,16,南靖,多云,东风,2
2020-05-01,32,18,南靖,多云,东南风,1
2020-06-01,31,24,南靖,阴,西南风,1
2020-07-01,34,26,南靖,多云,东南风,1
2020-08-01,34,25,南靖,多云,东南风,1
2020-09-01,36,25,南靖,晴,西风,1
2020-10-01,29,20,南靖,晴,东南风,1
2020-12-01,22,14,南靖,多云,北风,2
2020-11-01,28,18,南靖,晴,东北风,1
2021-01-01,14,2,南靖,晴,东北风,1
2021-02-01,28,11,南靖,晴,西风,1
2021-03-01,28,14,南靖,阴,西风,1
2021-04-01,31,21,南靖,晴,南风,2
2021-05-01,35,20,南靖,多云,西北风,1
2021-06-01,29,22,南靖,小雨,东南风,1
2021-07-01,34,25,南靖,多云,西南风,2
2021-08-01,35,25,南靖,多云,西风,1
2021-09-01,35,25,南靖,多云,东南风,1
2021-10-01,33,25,南靖,多云,东北风,2
2021-11-01,26,19,南靖,多云,东风,2
2021-12-01,20,6,南靖,多云,北风,2
2022-01-01,8,-8,南靖,晴,北风,3
2022-02-01,13,10,南靖,大雨,东风,1
2022-03-01,23,15,南靖,晴,西风,1
2022-04-01,19,13,南靖,多云,东南风,2
2022-05-01,19,16,南靖,小雨,东风,2
2022-06-01,31,24,南靖,多云,西南风,1
2022-07-01,33,24,南靖,小雨,东风,4
2022-08-01,37,26,南靖,多云,西风,1
2022-09-01,33,24,南靖,大雨,北风,1
2022-10-01,35,23,南靖,雾,东风,3
2022-11-01,25,19,南靖,小雨,西北风,1
2022-12-01,19,14,南靖,多云,东风,2
2023-01-01,20,14,南靖,多云,西风,2
2023-03-01,26,13,南靖,雾~多云,东南风,1
2023-02-01,21,15,南靖,多云,东北风,3
2023-04-01,21,16,南靖,多云,西风,1
2023-04-01,26,18,南安,多云~阴,东南风,1
2011-01-01,10,2,宁化,多云,无持续风向,1
2011-02-01,6,4,宁化,阵雨~阴,无持续风向,1
2011-03-01,9,5,宁化,阵雨~阴,无持续风向,1
2011-04-01,24,11,宁化,多云,无持续风向,1
2011-05-01,22,17,宁化,大到暴雨~暴雨,无持续风向,1
2011-06-01,32,20,宁化,多云~阴,无持续风向,1
2011-07-01,33,23,宁化,多云,无持续风向,1
2011-08-01,35,22,宁化,雷阵雨~阵雨,无持续风向,1
2011-09-01,26,23,宁化,小到中雨,无持续风向,1
2011-10-01,25,21,宁化,阵雨~阴,无持续风向,1
2011-11-01,25,14,宁化,多云,无持续风向,1
2011-12-01,8,4,宁化,小雨,无持续风向,1
2012-01-01,14,6,宁化,阴~多云,无持续风向,1
2012-02-01,11,1,宁化,多云~阴,无持续风向,1
2012-03-01,21,11,宁化,阵雨~中雨,无持续风向,1
2012-04-01,23,20,宁化,大雨转小到中雨,微风,2
2012-05-01,31,20,宁化,中到大雨转大到暴雨,微风,2
2012-06-01,26,19,宁化,多云转雷阵雨,微风,2
2012-07-01,33,23,宁化,晴转多云,微风,2
2012-08-01,32,22,宁化,多云,微风,2
2012-09-01,31,23,宁化,阵雨,微风,2
2012-10-01,27,12,宁化,晴,微风,2
2012-11-01,21,9,宁化,多云,微风,2
2012-12-01,15,11,宁化,小到中雨转中到大雨,微风,2
2013-01-01,11,2,宁化,晴转多云,微风,2
2013-02-01,21,13,宁化,多云转阴,微风,2
2013-03-01,24,14,宁化,阵雨转中雨,微风,2
2013-04-01,19,15,宁化,阵雨,微风,2
2013-05-01,24,17,宁化,阵雨转多云,微风,2
2013-06-01,32,23,宁化,阴转雷阵雨,微风,2
2013-07-01,35,24,宁化,多云,微风,2
2013-08-01,35,23,宁化,多云,微风,2
2013-09-01,33,21,宁化,多云,微风,2
2013-10-01,30,19,宁化,多云,微风,2
2013-11-01,27,14,宁化,多云,微风,2
2013-12-01,18,-1,宁化,晴,微风,2
2014-01-01,17,-1,宁化,晴,微风,2
2014-02-01,27,8,宁化,晴转多云,微风,2
2014-03-01,17,12,宁化,阴转小雨,微风,2
2014-04-01,22,13,宁化,阵雨,微风,2
2014-05-01,25,14,宁化,小雨,微风,2
2014-06-01,33,23,宁化,阵雨,微风,2
2014-07-01,34,24,宁化,多云转小雨,西北风,1
2014-08-01,34,23,宁化,多云,微风,2
2014-09-01,34,22,宁化,多云,微风,2
2014-10-01,30,21,宁化,阴,微风,2
2014-11-01,29,18,宁化,多云转小雨,微风,2
2014-12-01,17,9,宁化,小雨,微风,2
2015-01-01,14,-1,宁化,晴,微风,2
2015-02-01,9,3,宁化,阴转多云,微风,2
2015-03-01,11,6,宁化,小雨转阴,微风,2
2015-04-01,31,18,宁化,多云转晴,微风,2
2015-05-01,28,18,宁化,多云转中雨,微风,2
2015-06-01,32,23,宁化,小雨~多云,微风,2
2015-07-01,34,24,宁化,多云,微风,2
2015-08-01,35,23,宁化,多云,微风,2
2015-09-01,26,21,宁化,中雨~小雨,微风,2
2015-10-01,24,16,宁化,小雨~阴,微风,2
2015-11-01,15,10,宁化,小雨~阴,微风,2
2015-12-01,20,14,宁化,阴~阵雨,微风,2
2016-01-01,17,8,宁化,多云,微风,2
2016-02-01,7,2,宁化,小雨,微风,2
2016-03-01,20,4,宁化,晴,微风,2
2016-04-01,28,16,宁化,多云,微风,2
2016-05-01,25,19,宁化,小雨~阴,微风,2
2016-06-01,35,24,宁化,多云~小雨,微风,2
2016-07-01,34,24,宁化,多云,微风,2
2016-08-01,36,24,宁化,多云,微风,2
2016-09-01,28,22,宁化,中雨,东北风,2
2016-10-01,30,21,宁化,雷阵雨,西北风,1
2016-11-01,17,13,宁化,阴,东北风,1
2016-12-01,18,9,宁化,晴,东风,2
2017-01-01,22,6,宁化,多云,西北风,1
2017-02-01,14,6,宁化,阴,东北风,3
2017-03-01,21,3,宁化,晴,北风,2
2017-04-01,20,7,宁化,晴,西风,1
2017-05-01,27,19,宁化,阴,东风,1
2017-06-01,29,21,宁化,大雨,东北风,5
2017-07-01,32,23,宁化,阴,东北风,1
2017-08-01,30,24,宁化,中雨,西南风,2
2017-09-01,31,22,宁化,小雨,东北风,2
2017-10-01,35,23,宁化,多云,西风,2
2017-11-01,24,9,宁化,晴,西风,1
2017-12-01,12,9,宁化,多云,北风,2
2018-01-01,14,4,宁化,晴,东风,1
2018-02-01,9,-4,宁化,晴,北风,2
2018-03-01,26,7,宁化,多云,东南风,2
2018-04-01,29,14,宁化,多云,东风,1
2018-05-01,29,21,宁化,雨,西南风,2
2018-06-01,23,20,宁化,多云,北风,2
2018-07-01,31,23,宁化,小雨,南风,2
2018-08-01,33,22,宁化,中雨到暴雨,西南风,1
2018-09-01,29,22,宁化,多云,南风,2
2018-10-01,29,15,宁化,晴,北风,2
2018-11-01,19,12,宁化,多云,东北风,2
2018-12-01,20,9,宁化,多云,东风,1
2019-01-01,11,2,宁化,小雨转多云,北风,2
2019-02-01,14,4,宁化,多云,北风,1
2019-03-01,18,12,宁化,阴,西南风,1
2019-04-01,19,10,宁化,多云,东北风,2
2019-05-01,22,15,宁化,多云,北风,2
2019-06-01,26,21,宁化,多云转雨,西北风,1
2019-07-01,32,25,宁化,阴,东北风,1
2019-08-01,33,24,宁化,阴转雨,东风,2
2019-09-01,31,22,宁化,中雨到大雨,北风,2
2019-10-01,32,20,宁化,晴,西北风,2
2019-11-01,28,14,宁化,多云,东风,1
2019-12-01,13,8,宁化,阴转多云,西北风,2
2020-01-01,19,8,宁化,晴,东风,1
2020-02-01,17,2,宁化,晴转多云,东风,1
2020-03-01,20,12,宁化,多云转晴,西北风,2
2020-04-01,21,8,宁化,阴转雨,北风,1
2020-05-01,29,18,宁化,阴,东南风,1
2020-06-01,29,22,宁化,阴,东南风,1
2020-07-01,31,25,宁化,多云,东南风,1
2020-08-01,34,23,宁化,晴,东风,2
2020-09-01,32,24,宁化,晴,西北风,2
2020-10-01,26,18,宁化,多云,东风,1
2020-11-01,27,13,宁化,晴,北风,1
2020-12-01,19,8,宁化,多云,东北风,2
2021-01-01,10,-4,宁化,晴,西北风,1
2021-02-01,22,8,宁化,晴,西南风,2
2021-03-01,22,7,宁化,阴,西风,2
2021-04-01,29,19,宁化,晴,南风,2
2021-05-01,32,17,宁化,晴,西南风,1
2021-06-01,28,23,宁化,小雨到中雨,东南风,1
2021-07-01,31,24,宁化,阴,南风,2
2021-08-01,31,23,宁化,阴到小雨,西北风,1
2021-09-01,34,22,宁化,多云,东风,1
2021-10-01,35,22,宁化,晴,北风,1
2021-11-01,16,14,宁化,多云,东风,2
2021-12-01,15,0,宁化,多云,西北风,1
2022-01-01,13,6,宁化,阴,西北风,2
2022-02-01,6,5,宁化,小雨,西北风,1
2022-03-01,21,9,宁化,阴,东南风,1
2022-04-01,12,6,宁化,小雨,北风,2
2022-05-01,15,12,宁化,小雨,北风,1
2022-06-01,37,21,宁化,晴,西风,2
2022-07-01,35,25,宁化,多云,东风,3
2022-08-01,34,23,宁化,中雨,东南风,2
2022-09-01,30,20,宁化,多云,北风,1
2022-10-01,36,20,宁化,晴,南风,1
2022-11-01,21,14,宁化,多云,东风,2
2022-12-01,3,2,宁化,小雨,东北风,1
2023-01-01,17,5,宁化,雾,东北风,2
2023-02-01,19,10,宁化,多云,东北风,1
2023-03-01,22,8,宁化,晴~多云,西北风,1
2023-04-01,23,14,宁化,雾~多云,东南风,1
2011-04-01,28,14,南平,多云,无持续风向,1
2011-05-01,26,21,南平,中雨,无持续风向,1
2011-06-01,32,22,南平,阴~多云,无持续风向,1
2011-07-01,35,25,南平,多云~晴,无持续风向,1
2011-08-01,35,25,南平,雷阵雨~多云,无持续风向,1
2011-09-01,30,25,南平,阵雨,无持续风向,1
2011-10-01,27,21,南平,阵雨~阴,无持续风向,1
2011-11-01,28,17,南平,多云,无持续风向,1
2011-12-01,15,4,南平,阴,无持续风向,1
2012-01-01,15,7,南平,多云,无持续风向,1
2012-02-01,14,4,南平,多云~阴,无持续风向,1
2012-03-01,19,13,南平,阴~中雨,无持续风向,1
2012-04-01,24,17,南平,大到暴雨转中雨,微风,2
2012-05-01,26,21,南平,中雨转大到暴雨,微风,2
2012-06-01,27,22,南平,阵雨,微风,2
2012-07-01,35,25,南平,晴转多云,微风,2
2012-08-01,35,24,南平,多云,微风,2
2012-09-01,35,25,南平,多云,微风,2
2012-10-01,27,16,南平,多云,微风,2
2012-11-01,23,11,南平,多云转晴,微风,2
2012-12-01,13,12,南平,小雨转大到暴雨,微风,2
2013-01-01,12,1,南平,晴转多云,微风,2
2013-02-01,22,13,南平,阴转多云,微风,2
2013-03-01,23,17,南平,阴转阵雨,微风,2
2013-04-01,18,15,南平,阴转中雨,微风,2
2013-05-01,26,17,南平,阵雨转多云,微风,2
2013-06-01,34,24,南平,阵雨转雷阵雨,微风,2
2013-07-01,37,24,南平,晴转多云,微风,2
2013-08-01,35,25,南平,阵雨转多云,微风,2
2013-09-01,32,21,南平,多云,微风,2
2013-10-01,31,22,南平,阴转多云,微风,2
2013-11-01,27,18,南平,多云,微风,2
2013-12-01,18,5,南平,晴,微风,2
2014-01-01,18,2,南平,晴,微风,2
2014-02-01,25,10,南平,晴,微风,2
2014-03-01,20,15,南平,阵雨,微风,2
2014-04-01,21,14,南平,阵雨转阴,微风,2
2014-05-01,26,15,南平,多云,微风,2
2014-06-01,30,24,南平,中雨,微风,2
2014-07-01,35,25,南平,多云,东风,1
2014-08-01,35,26,南平,多云,微风,2
2014-09-01,35,24,南平,多云,微风,2
2014-10-01,29,22,南平,阴转阵雨,微风,2
2014-11-01,30,20,南平,多云转阴,微风,2
2014-12-01,18,13,南平,小雨转阴,微风,2
2015-01-01,14,2,南平,晴,微风,2
2015-02-01,14,6,南平,阴,微风,2
2015-03-01,15,9,南平,小雨,微风,2
2015-04-01,32,20,南平,多云,微风,2
2015-05-01,30,19,南平,多云转雷阵雨,微风,2
2015-06-01,31,24,南平,阵雨~阴,微风,2
2015-07-01,35,25,南平,多云,微风,2
2015-08-01,36,25,南平,多云~晴,微风,2
2015-09-01,30,23,南平,阵雨,微风,2
2015-11-01,17,13,南平,小雨~阴,微风,2
2015-10-01,26,20,南平,阵雨~阴,微风,2
2015-12-01,20,14,南平,阴~小雨,微风,2
2016-01-01,17,8,南平,多云,微风,2
2016-02-01,10,5,南平,小雨,微风,2
2016-03-01,20,5,南平,晴,微风,2
2016-04-01,29,16,南平,多云,微风,2
2016-05-01,26,20,南平,中雨,微风,2
2016-06-01,36,25,南平,阴~中雨,微风,2
2016-07-01,35,26,南平,多云,微风,2
2016-08-01,35,26,南平,雷阵雨,微风,2
2016-09-01,27,24,南平,阵雨,北风,2
2016-10-01,31,23,南平,阵雨,北风,1
2016-12-01,18,10,南平,多云,北风,1
2016-11-01,19,16,南平,小雨,西北风,1
2017-01-01,21,11,南平,多云,北风,1
2017-02-01,17,10,南平,阴,东北风,2
2017-03-01,22,6,南平,晴,西北风,2
2017-04-01,20,9,南平,晴,西南风,2
2017-05-01,29,19,南平,雷阵雨,西北风,3
2017-06-01,29,23,南平,大雨,东风,4
2017-07-01,34,24,南平,阴,东风,2
2017-08-01,29,25,南平,大雨,西风,1
2017-10-01,36,24,南平,多云,西北风,1
2017-09-01,34,24,南平,阴,东北风,2
2017-11-01,25,12,南平,晴,西风,1
2017-12-01,15,12,南平,阴,北风,2
2018-01-01,16,6,南平,晴,东南风,1
2018-02-01,9,0,南平,晴,北风,1
2018-03-01,26,12,南平,晴,东风,1
2018-04-01,30,15,南平,晴,东南风,1
2018-05-01,26,22,南平,雨,南风,1
2018-06-01,23,21,南平,多云,东北风,1
2018-07-01,31,25,南平,小雨到中雨,东南风,1
2018-08-01,35,26,南平,多云,西风,1
2018-09-01,31,24,南平,多云,南风,1
2018-10-01,30,17,南平,晴,北风,1
2018-11-01,19,13,南平,阴,东风,2
2019-01-01,12,6,南平,多云,北风,2
2018-12-01,23,11,南平,多云,东北风,1
2019-02-01,18,7,南平,多云,北风,1
2019-03-01,18,12,南平,多云,东风,1
2019-04-01,19,11,南平,晴,东风,1
2019-05-01,25,16,南平,多云,西北风,1
2019-06-01,26,21,南平,阴转雨,东南风,1
2019-07-01,34,25,南平,阴转雨,东风,1
2019-08-01,34,23,南平,多云,东南风,1
2019-09-01,33,24,南平,阴转雨,东风,1
2019-10-01,34,23,南平,晴,西北风,2
2019-11-01,28,15,南平,晴转多云,东风,1
2019-12-01,18,11,南平,阴转多云,西北风,2
2020-01-01,19,8,南平,晴,东南风,1
2020-02-01,17,3,南平,晴,东南风,1
2020-03-01,22,16,南平,多云,西北风,2
2020-04-01,22,11,南平,小雨转雨,北风,1
2020-05-01,29,20,南平,多云转雨,东南风,1
2020-06-01,29,23,南平,阴,东风,1
2020-07-01,33,24,南平,阴,东风,1
2020-08-01,36,24,南平,晴,东风,1
2020-09-01,36,25,南平,晴,西北风,2
2020-10-01,29,19,南平,晴,东南风,1
2020-11-01,25,12,南平,晴,东北风,1
2020-12-01,17,12,南平,多云,北风,1
2021-01-01,10,0,南平,晴,北风,1
2021-02-01,24,12,南平,晴,西南风,2
2021-03-01,20,10,南平,小雨,西风,1
2021-04-01,29,20,南平,多云,南风,2
2021-05-01,33,17,南平,晴,西南风,1
2021-06-01,27,22,南平,中雨到大雨,东南风,1
2021-07-01,30,21,南平,阴,东南风,1
2021-08-01,31,23,南平,多云,西北风,1
2021-09-01,35,25,南平,晴,东风,1
2021-10-01,34,23,南平,晴,西风,1
2021-11-01,18,15,南平,多云,西风,1
2021-12-01,16,4,南平,晴,西南风,1
2022-02-01,10,7,南平,小雨,北风,0
2022-01-01,16,7,南平,多云,西风,1
2022-03-01,22,14,南平,多云,北风,1
2022-04-01,13,9,南平,小雨到中雨,北风,1
2022-05-01,17,14,南平,小雨,北风,1
2022-06-01,31,23,南平,小雨到中雨,南风,1
2022-07-01,34,24,南平,小雨,东北风,1
2022-08-01,38,26,南平,雾,南风,1
2022-09-01,33,23,南平,多云,北风,2
2022-10-01,36,24,南平,晴,东南风,2
2022-11-01,22,16,南平,多云,东北风,2
2022-12-01,11,7,南平,小雨,北风,2
2023-01-01,16,10,南平,多云,东北风,2
2023-02-01,17,12,南平,多云,东北风,1
2023-03-01,24,12,南平,晴~多云,西北风,2
2023-04-01,23,14,南平,雾~多云,东南风,1
2011-02-01,8,6,平潭,小雨~阴,东北风,6
2011-03-01,10,7,平潭,阴~阵雨,东北风,6
2011-04-01,19,13,平潭,阴,东北风,5
2011-05-01,23,19,平潭,阵雨~小到中雨,西南风~东北风,4
2011-06-01,28,22,平潭,阵雨,南风~东北风,4
2011-07-01,32,27,平潭,多云,西南风,5
2011-08-01,32,27,平潭,多云,东风~东北风,5
2011-09-01,29,26,平潭,阵雨,东风,5
2011-10-01,23,20,平潭,阵雨,东北风,7
2011-11-01,23,20,平潭,多云,东北风,6
2011-12-01,17,14,平潭,小雨,东北风,6
2012-01-01,13,11,平潭,多云,东北风,5
2012-02-01,12,8,平潭,阴~阵雨,东北风,5
2012-03-01,17,10,平潭,多云~阵雨,东风,4
2012-04-01,24,18,平潭,小到中雨转阵雨,东北风~南风,5
2012-05-01,28,21,平潭,阵雨,西南风,5
2012-06-01,25,21,平潭,多云,东北风,6
2012-07-01,32,27,平潭,晴转多云,西南风,5
2012-08-01,30,27,平潭,阵雨,东北风,6
2012-09-01,31,27,平潭,阵雨,东北风,5
2012-10-01,26,21,平潭,多云转晴,东北风,5
2012-11-01,20,17,平潭,阴转多云,东北风,6
2012-12-01,16,13,平潭,中到大雨转大到暴雨,东北风,6
2013-01-01,10,7,平潭,阴,东北风,5
2013-02-01,21,13,平潭,多云,东北风,5
2013-03-01,21,12,平潭,多云转小雨,南风~东北风,4
2013-04-01,17,12,平潭,阴转小到中雨,东北风,5
2013-05-01,21,16,平潭,大到暴雨转阵雨,东北风,5
2013-06-01,31,26,平潭,多云,西南风,5
2013-07-01,32,27,平潭,多云转晴,西南风,4
2013-08-01,34,28,平潭,晴转多云,西南风,5
2013-09-01,29,25,平潭,阵雨转多云,东北风,5
2013-10-01,28,25,平潭,阴转多云,东北风,5
2013-11-01,24,21,平潭,阴,东北风,6
2013-12-01,17,12,平潭,晴,东北风,5
2014-01-01,18,10,平潭,晴转多云,东北风,5
2014-02-01,21,14,平潭,多云,东北风~南风,5
2014-03-01,20,13,平潭,阴,南风,5
2014-04-01,16,13,平潭,小雨转阴,东北风,6
2014-05-01,22,18,平潭,阵雨,东北风,5
2014-06-01,29,23,平潭,阴转多云,西南风,5
2014-07-01,32,27,平潭,多云,西南风,西南风5
2014-08-01,33,28,平潭,多云,西南风,5
2014-09-01,32,27,平潭,多云,东北风~南风,5
2014-10-01,28,24,平潭,阵雨转多云,东北风,6
2014-11-01,26,23,平潭,多云,东北风,5
2014-12-01,20,14,平潭,阵雨,东北风,6
2015-01-01,14,10,平潭,多云转晴,东北风,5
